"where","category","typeID","valueID","syntax","format","valueCurrent","dateAdded","dateStopped","valueName","valueDescription","valueConditional","caseSensitive","type","typeDescription","typeCurrent","associatedType","associatedType_leftright","typeExample","typeExample_explained","dateIntroduced","categoryDescription","sorting.from.left","shorthand.unit","connectorDescription"
"p03 phenology abundance prefix","phenology",28,112,"k","shorthand","current","","","near-in initial distance","first observed **near-in**, >5--<10 m","all","no","initial distance band","This is the distance where the organism is first detected. It can be a different to the distance from the observer when the observation is date-time stamped and geotagged (which is typically done as close as is got to the organism). The first distance is useful for determining how detection probability varies with distance. The second distance is more useful for mapping. Between these two distances is whether the animal is on the left (“l”) or right (“r”) of me, or passes over (“o”). If only one distance category is provided, it means that the distance first seen and date-time-geo-stamped are the same. ","current","position left right","left of","blkb nlc1","One blackbird initially seen in the near distance band, on the left, and geotagged when in the close distance band.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",3,"phenology abundance prefix",""
"p03 phenology abundance prefix","phenology",28,115,"m","shorthand","current","","","mid initial distance","first observed **mid**,  >20--<80 m","all","no","initial distance band","This is the distance where the organism is first detected. It can be a different to the distance from the observer when the observation is date-time stamped and geotagged (which is typically done as close as is got to the organism). The first distance is useful for determining how detection probability varies with distance. The second distance is more useful for mapping. Between these two distances is whether the animal is on the left (“l”) or right (“r”) of me, or passes over (“o”). If only one distance category is provided, it means that the distance first seen and date-time-geo-stamped are the same. ","current","position left right","left of","blkb nlc1","One blackbird initially seen in the near distance band, on the left, and geotagged when in the close distance band.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",3,"phenology abundance prefix",""
"p03 phenology abundance prefix","phenology",28,114,"n","shorthand","current","","","near initial distance","first observed **near**, >5--<20 m","all","no","initial distance band","This is the distance where the organism is first detected. It can be a different to the distance from the observer when the observation is date-time stamped and geotagged (which is typically done as close as is got to the organism). The first distance is useful for determining how detection probability varies with distance. The second distance is more useful for mapping. Between these two distances is whether the animal is on the left (“l”) or right (“r”) of me, or passes over (“o”). If only one distance category is provided, it means that the distance first seen and date-time-geo-stamped are the same. ","current","position left right","left of","blkb nlc1","One blackbird initially seen in the near distance band, on the left, and geotagged when in the close distance band.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",3,"phenology abundance prefix",""
"p03 phenology abundance prefix","phenology",28,113,"t","shorthand","current","","","near-out initial distance","first observed **near-out**, >10--<20 m","all","no","initial distance band","This is the distance where the organism is first detected. It can be a different to the distance from the observer when the observation is date-time stamped and geotagged (which is typically done as close as is got to the organism). The first distance is useful for determining how detection probability varies with distance. The second distance is more useful for mapping. Between these two distances is whether the animal is on the left (“l”) or right (“r”) of me, or passes over (“o”). If only one distance category is provided, it means that the distance first seen and date-time-geo-stamped are the same. ","current","position left right","left of","blkb nlc1","One blackbird initially seen in the near distance band, on the left, and geotagged when in the close distance band.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",3,"phenology abundance prefix",""
"p03 phenology abundance prefix","phenology",29,119,"c","shorthand","current","","","close geotagged distance","datestamp/geotag made close, < 5 m","all","no","geotagged distance band","This is the distance band the organism(s) were in when the observation was date-stamped and geotagged. In can be closer than the initial distance when first observed. If only one distance band is provided in the shorthand, it means that the initial and geotagged distances were the same.","current","initial position compass bearing","left of","blkb nlc1","One blackbird initially seen in the near distance band, on the left, and geotagged when in the close distance band.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",3,"phenology abundance prefix",""
"p03 phenology abundance prefix","phenology",29,125,"d","shorthand","current","","","distant geotagged distance","datestamp/geotag made distant,  >320 m","all","no","geotagged distance band","This is the distance band the organism(s) were in when the observation was date-stamped and geotagged. In can be closer than the initial distance when first observed. If only one distance band is provided in the shorthand, it means that the initial and geotagged distances were the same.","current","initial position compass bearing","left of","blkb nlc1","One blackbird initially seen in the near distance band, on the left, and geotagged when in the close distance band.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",3,"phenology abundance prefix",""
"p03 phenology abundance prefix","phenology",29,124,"f","shorthand","current","","","far geotagged distance","datestamp/geotag made far, >80--<320 m","all","no","geotagged distance band","This is the distance band the organism(s) were in when the observation was date-stamped and geotagged. In can be closer than the initial distance when first observed. If only one distance band is provided in the shorthand, it means that the initial and geotagged distances were the same.","current","initial position compass bearing","left of","blkb nlc1","One blackbird initially seen in the near distance band, on the left, and geotagged when in the close distance band.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",3,"phenology abundance prefix",""
"p03 phenology abundance prefix","phenology",29,120,"k","shorthand","current","","","near-in geotagged distance","datestamp/geotag made near-in, >5--<10 m","all","no","geotagged distance band","This is the distance band the organism(s) were in when the observation was date-stamped and geotagged. In can be closer than the initial distance when first observed. If only one distance band is provided in the shorthand, it means that the initial and geotagged distances were the same.","current","initial position compass bearing","left of","blkb nlc1","One blackbird initially seen in the near distance band, on the left, and geotagged when in the close distance band.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",3,"phenology abundance prefix",""
"p03 phenology abundance prefix","phenology",29,123,"m","shorthand","current","","","mid geotagged distance","datestamp/geotag made mid,  >20--<80 m","all","no","geotagged distance band","This is the distance band the organism(s) were in when the observation was date-stamped and geotagged. In can be closer than the initial distance when first observed. If only one distance band is provided in the shorthand, it means that the initial and geotagged distances were the same.","current","initial position compass bearing","left of","blkb nlc1","One blackbird initially seen in the near distance band, on the left, and geotagged when in the close distance band.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",3,"phenology abundance prefix",""
"p03 phenology abundance prefix","phenology",29,122,"n","shorthand","current","","","near geotagged distance","datestamp/geotag made near, >5--<20 m","all","no","geotagged distance band","This is the distance band the organism(s) were in when the observation was date-stamped and geotagged. In can be closer than the initial distance when first observed. If only one distance band is provided in the shorthand, it means that the initial and geotagged distances were the same.","current","initial position compass bearing","left of","blkb nlc1","One blackbird initially seen in the near distance band, on the left, and geotagged when in the close distance band.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",3,"phenology abundance prefix",""
"p03 phenology abundance prefix","phenology",29,121,"t","shorthand","current","","","near-out geotagged distance","datestamp/geotag made near-out, >10--<20 m","all","no","geotagged distance band","This is the distance band the organism(s) were in when the observation was date-stamped and geotagged. In can be closer than the initial distance when first observed. If only one distance band is provided in the shorthand, it means that the initial and geotagged distances were the same.","current","initial position compass bearing","left of","blkb nlc1","One blackbird initially seen in the near distance band, on the left, and geotagged when in the close distance band.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",3,"phenology abundance prefix",""
"p03 phenology abundance prefix","phenology",30,127,"=a","shorthand","current","","","ahead","the organism observed is ahead of the observer","all","no","position ahead behind","Used when the individual(s) observed are ahead or behind the observer at the time the observation is made. This can be appropriate when you are moving while surveying.","current","geotagged distance band","right of","blkb rm=a1","One blackbird seen on the right at mid-distance ahead.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",3,"phenology abundance prefix",""
"p03 phenology abundance prefix","phenology",30,128,"=b","shorthand","current","","","behind","the organism observed is behind the observer","all","no","position ahead behind","Used when the individual(s) observed are ahead or behind the observer at the time the observation is made. This can be appropriate when you are moving while surveying.","current","geotagged distance band","right of","blkb rm=a1","One blackbird seen on the right at mid-distance ahead.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",3,"phenology abundance prefix",""
"p03 phenology abundance prefix","phenology",54,273,"i","shorthand","current","23/8/2020","","inner estimate of distance band","When an observation is at a distance band boundary, enter the inner distance followed by ""i"". For example, if the observation was at about 80 m, enter ""mi"".","all","no","inner estimate of distance band","This shorthand code is used when my visual estimate of distance is at the boundary of one of my distance bands. The rule is to use the inner distance band, since this is plausible, and follow this by ""i"" to indicate that there is uncertainty.","current","initial distance band","right of","swp lmi2","two spur winged plovers about 80 m away on the left, plausibly within 80 m.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",3,"phenology abundance prefix",""
"p04 phenology abundance modifier before","phenology",26,104,"~","shorthand","current","","","about this many","About (an estimate of the exact count). I use the rule of thumb that the count I make is a conservative estimate and the true count could be up to 1.5 times this value (rounded up to the nearest whole number). So, ""~1"" means 1–2, ""~2"" means 2–3, and ""~10"" means 10–15.","all","no","count approximate","When visibility or time or movement prevents you from counting all individuals exactly, you can indicate that the count is approximate.","current","","","blkb ~5","About 5 blackbirds observed.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",4,"phenology abundance modifier before",""
"p05 phenology abundance","phenology",22,94,"no","shorthand","current","","","no","The taxon was sought but not found.","all","no","presence/absence","At it's simplest, a taxon can be present or absent in a survey. This is indicated with ""yes"" or ""no"" as the count.","current","","","blkb yes","Blackbirds were present.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",5,"phenology abundance",""
"p05 phenology abundance","phenology",22,93,"yes","shorthand","current","","","yes","The taxon was observed.","all","no","presence/absence","At it's simplest, a taxon can be present or absent in a survey. This is indicated with ""yes"" or ""no"" as the count.","current","","","blkb yes","Blackbirds were present.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",5,"phenology abundance",""
"p05 phenology abundance","phenology",31,133,"abun","shorthand","current","","","abundant","abundant (one of the dominant species)","all","no","simple abundance","Five simple categories to quickly describe local abundance.","current","","","SENvulg occ","*Senecio vulgaris* is occasional (easy to find with searching) at the surveyed site.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",5,"phenology abundance",""
"p05 phenology abundance","phenology",31,133,"abund","shorthand","current","","","abundant","abundant (one of the dominant species)","all","no","simple abundance","Five simple categories to quickly describe local abundance.","current","","","SENvulg occ","*Senecio vulgaris* is occasional (easy to find with searching) at the surveyed site.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",5,"phenology abundance",""
"p05 phenology abundance","phenology",31,132,"com","shorthand","current","","","common","common (easy to find anywhere)","all","no","simple abundance","Five simple categories to quickly describe local abundance.","current","","","SENvulg occ","*Senecio vulgaris* is occasional (easy to find with searching) at the surveyed site.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",5,"phenology abundance",""
"p05 phenology abundance","phenology",31,132,"comm","shorthand","current","","","common","common (easy to find anywhere)","all","no","simple abundance","Five simple categories to quickly describe local abundance.","current","","","SENvulg occ","*Senecio vulgaris* is occasional (easy to find with searching) at the surveyed site.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",5,"phenology abundance",""
"p05 phenology abundance","phenology",31,131,"occ","shorthand","current","","","occasional","occasional (easy to find with searching)","all","no","simple abundance","Five simple categories to quickly describe local abundance.","current","","","SENvulg occ","*Senecio vulgaris* is occasional (easy to find with searching) at the surveyed site.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",5,"phenology abundance",""
"p05 phenology abundance","phenology",31,129,"one","shorthand","current","","","one","only one found","all","no","simple abundance","Five simple categories to quickly describe local abundance.","current","","","SENvulg occ","*Senecio vulgaris* is occasional (easy to find with searching) at the surveyed site.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",5,"phenology abundance",""
"p05 phenology abundance","phenology",31,130,"rare","shorthand","current","","","rare","rare (hard to find)","all","no","simple abundance","Five simple categories to quickly describe local abundance.","current","","","SENvulg occ","*Senecio vulgaris* is occasional (easy to find with searching) at the surveyed site.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",5,"phenology abundance",""
"p06 phenology abundance modifier after","phenology",11,37,"?","shorthand","current","","","question mark","When placed after a count, a question mark means that the identification of the species counted is uncertain. Other plausible taxon IDs should be listed in the comments prefaced by "" or "".","all","no","taxon uncertain added to count","A question mark (?) can be added after a count to indicate that the ID is uncertain.","current","","","blkb 1? (or thrush)","One blackbird seen, or perhaps it was a thrush.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",6,"phenology abundance modifier after",""
"p06 phenology abundance modifier after","phenology",11,311,"??","shorthand","current","13/8/2010","","double question mark","It is not only unclear if the identification is correct, but it is also unclear if the observation was of a living organism at all. (This level of uncertainty is most often encountered with roadkill observed from a moving car.)","all","no","taxon uncertain added to count","A question mark (?) can be added after a count to indicate that the ID is uncertain.","current","","","blkb 1? (or thrush)","One blackbird seen, or perhaps it was a thrush.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",6,"phenology abundance modifier after",""
"p06 phenology abundance modifier after","phenology",38,173,"..@","shorthand","current","14/1/2019","","continued to vocalise","Simplified syntax for when the observed animals that are heard vocalising (but not seen) continued to vocalise uninterrupted for more then ten seconds. ","all","no","vocalisation continued uninterrupted for more than 10 seconds","If individual(s), heard vocalising but not seen, vocalise uninterrupted for more than 10 seconds, then this is indicated in their count. If this is not indicated, vocalisations are implied to have been continuous for 10 seconds or less.Vocalisations separated by more than ten seconds get recorded as separate counts, with a ""@"" if they were made by definitely the same individual(s). ","current","","","blkb 1v...1@blkb 1v..@","One blackbird singing uninterrupted for more than ten seconds.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",6,"phenology abundance modifier after",""
"p07 phenology abundance suffix","phenology",12,39,"!","shorthand","current","","","different","The observed individuals have definitely not been observed before in this survey. This is inferred for all moving surveys.","all","no","same or different individual","The ""at"" symbol (@) is used to indicate that the same observed individual(s) have previously been observed already within the same survey. (Note that ""same"" differs in meaning from ""usual"". ""Usual"" is a different type meaning that an individual has been observed in previous surveys.)","current","same again","right of","blkb 1@","One blackbird seen, definitely a re-sighting of an individual seen/heard earlier in the same survey interval/route section.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"p07 phenology abundance suffix","phenology",12,38,"@","shorthand","current","","","same","The same observed individual(s) have previously been observed already within the survey. Note that ""same"" (@) differs in meaning from ""usual"". ""Usual"" means that an individual has been observed in previous surveys.","all","no","same or different individual","The ""at"" symbol (@) is used to indicate that the same observed individual(s) have previously been observed already within the same survey. (Note that ""same"" differs in meaning from ""usual"". ""Usual"" is a different type meaning that an individual has been observed in previous surveys.)","current","same again","right of","blkb 1@","One blackbird seen, definitely a re-sighting of an individual seen/heard earlier in the same survey interval/route section.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"p07 phenology abundance suffix","phenology",12,40,"@!","shorthand","current","","","possibly the same","The individuals observed may be the same as individuals previously observed within the same survey, but perhaps not. This is inferred for all stationary surveys.","all","no","same or different individual","The ""at"" symbol (@) is used to indicate that the same observed individual(s) have previously been observed already within the same survey. (Note that ""same"" differs in meaning from ""usual"". ""Usual"" is a different type meaning that an individual has been observed in previous surveys.)","current","same again","right of","blkb 1@","One blackbird seen, definitely a re-sighting of an individual seen/heard earlier in the same survey interval/route section.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"p07 phenology abundance suffix","phenology",15,43,"c","shorthand","current","","","call only","call (and not seen)","all","no","seen song call","Were the observed individual(s) seen, and did they call and/or sing, and in which order did these occur? Only some species have recognisably different calls and songs. For the rest, the two are synonymous.","current","","","blkb 1csv","One blackbird heard calling then seen then it sang.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"p07 phenology abundance suffix","phenology",15,46,"cs","shorthand","current","","","call then seen","call then seen","all","no","seen song call","Were the observed individual(s) seen, and did they call and/or sing, and in which order did these occur? Only some species have recognisably different calls and songs. For the rest, the two are synonymous.","current","","","blkb 1csv","One blackbird heard calling then seen then it sang.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"p07 phenology abundance suffix","phenology",15,50,"csv","shorthand","current","","","call then seen then song","call then seen then song","all","no","seen song call","Were the observed individual(s) seen, and did they call and/or sing, and in which order did these occur? Only some species have recognisably different calls and songs. For the rest, the two are synonymous.","current","","","blkb 1csv","One blackbird heard calling then seen then it sang.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"p07 phenology abundance suffix","phenology",15,53,"cvs","shorthand","current","","","call then song then seen","call then song then seen","all","no","seen song call","Were the observed individual(s) seen, and did they call and/or sing, and in which order did these occur? Only some species have recognisably different calls and songs. For the rest, the two are synonymous.","current","","","blkb 1csv","One blackbird heard calling then seen then it sang.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"p07 phenology abundance suffix","phenology",15,278,"g","shorthand","current","9/1/2021","","wings only","heard wings beating but not seen","all","no","seen song call","Were the observed individual(s) seen, and did they call and/or sing, and in which order did these occur? Only some species have recognisably different calls and songs. For the rest, the two are synonymous.","current","","","blkb 1csv","One blackbird heard calling then seen then it sang.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"p07 phenology abundance suffix","phenology",15,279,"gs","shorthand","current","9/1/2021","","wings then seen","heard wings beating then seen","all","no","seen song call","Were the observed individual(s) seen, and did they call and/or sing, and in which order did these occur? Only some species have recognisably different calls and songs. For the rest, the two are synonymous.","current","","","blkb 1csv","One blackbird heard calling then seen then it sang.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"p07 phenology abundance suffix","phenology",15,45,"s","shorthand","current","","","seen only","seen only (no calls/vocalisations)","all","no","seen song call","Were the observed individual(s) seen, and did they call and/or sing, and in which order did these occur? Only some species have recognisably different calls and songs. For the rest, the two are synonymous.","current","","","blkb 1csv","One blackbird heard calling then seen then it sang.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"p07 phenology abundance suffix","phenology",15,47,"sc","shorthand","current","","","seen then call","seen then call","all","no","seen song call","Were the observed individual(s) seen, and did they call and/or sing, and in which order did these occur? Only some species have recognisably different calls and songs. For the rest, the two are synonymous.","current","","","blkb 1csv","One blackbird heard calling then seen then it sang.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"p07 phenology abundance suffix","phenology",15,51,"scv","shorthand","current","","","seen then call then song","seen then call then song","all","no","seen song call","Were the observed individual(s) seen, and did they call and/or sing, and in which order did these occur? Only some species have recognisably different calls and songs. For the rest, the two are synonymous.","current","","","blkb 1csv","One blackbird heard calling then seen then it sang.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"p07 phenology abundance suffix","phenology",15,280,"sg","shorthand","current","9/1/2021","","seen then wings","seen then heard wings beating","all","no","seen song call","Were the observed individual(s) seen, and did they call and/or sing, and in which order did these occur? Only some species have recognisably different calls and songs. For the rest, the two are synonymous.","current","","","blkb 1csv","One blackbird heard calling then seen then it sang.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"p07 phenology abundance suffix","phenology",15,48,"song then seen","shorthand","current","","","song then seen","song then seen","all","no","seen song call","Were the observed individual(s) seen, and did they call and/or sing, and in which order did these occur? Only some species have recognisably different calls and songs. For the rest, the two are synonymous.","current","","","blkb 1csv","One blackbird heard calling then seen then it sang.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"p07 phenology abundance suffix","phenology",15,49,"sv","shorthand","current","","","seen then song","seen then song","all","no","seen song call","Were the observed individual(s) seen, and did they call and/or sing, and in which order did these occur? Only some species have recognisably different calls and songs. For the rest, the two are synonymous.","current","","","blkb 1csv","One blackbird heard calling then seen then it sang.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"p07 phenology abundance suffix","phenology",15,55,"svc","shorthand","current","","","seen then song then call","seen then song then call","all","no","seen song call","Were the observed individual(s) seen, and did they call and/or sing, and in which order did these occur? Only some species have recognisably different calls and songs. For the rest, the two are synonymous.","current","","","blkb 1csv","One blackbird heard calling then seen then it sang.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"p07 phenology abundance suffix","phenology",15,44,"v","shorthand","current","","","song only","vocalisation (and not seen). This includes just song for birds with recognisably different calls and song.","all","no","seen song call","Were the observed individual(s) seen, and did they call and/or sing, and in which order did these occur? Only some species have recognisably different calls and songs. For the rest, the two are synonymous.","current","","","blkb 1csv","One blackbird heard calling then seen then it sang.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"p07 phenology abundance suffix","phenology",15,52,"vcs","shorthand","current","","","song then call the seen","song then call the seen","all","no","seen song call","Were the observed individual(s) seen, and did they call and/or sing, and in which order did these occur? Only some species have recognisably different calls and songs. For the rest, the two are synonymous.","current","","","blkb 1csv","One blackbird heard calling then seen then it sang.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"p07 phenology abundance suffix","phenology",15,48,"vs","shorthand","current","","","song then seen","song then seen","all","no","seen song call","Were the observed individual(s) seen, and did they call and/or sing, and in which order did these occur? Only some species have recognisably different calls and songs. For the rest, the two are synonymous.","current","","","blkb 1csv","One blackbird heard calling then seen then it sang.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"p07 phenology abundance suffix","phenology",15,54,"vsc","shorthand","current","","","song then seen then call","song then seen then call","all","no","seen song call","Were the observed individual(s) seen, and did they call and/or sing, and in which order did these occur? Only some species have recognisably different calls and songs. For the rest, the two are synonymous.","current","","","blkb 1csv","One blackbird heard calling then seen then it sang.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"p07 phenology abundance suffix","phenology",23,95,"p","shorthand","current","","","10-m long patch","a 10-pace (approximately 10 m) section of the route. This is one standard ""patch"" in WildCounts.","all","no","10-pace section counts","When individuals are too numerous to count, or not of enough interest to count, I instead record their presence in 10 pace (approximately 10 metre) sections. One 10-pace section of a transect is denoted with “p”, so “1p” is one 10 pace section. A count with a “p” always means that more than one individual was present.","current","","","SENvulg 1p","Senecio vulgaris was present in this 10-pace section.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"p07 phenology abundance suffix","phenology",37,170,"i","shorthand","current","14/1/2019","","photographed","Photographed (image(s) were made). [This initially was a keyword restricted to this use only within comments. That is replaced with ""i"".]","all","no","recorded","The individual(s) in this shorthand observation were photographed or recorded.","current","","","blkb 1vsir","One blackbird head singing then seen, photographed and recorded.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"p07 phenology abundance suffix","phenology",37,276,"ii","shorthand","current","1/10/2019","","on previous photo","Photo included on the photo of the immediately previously photographed taxon obseravtion.","all","no","recorded","The individual(s) in this shorthand observation were photographed or recorded.","current","","","blkb 1vsir","One blackbird head singing then seen, photographed and recorded.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"p07 phenology abundance suffix","phenology",37,171,"r","shorthand","current","13/1/2019","","recorded","A separate audio recording(s) was made (separate from the spoken audio note). [This initially was a keyword restricted to this use only within comments. That is replaced with ""r"".]","all","no","recorded","The individual(s) in this shorthand observation were photographed or recorded.","current","","","blkb 1vsir","One blackbird head singing then seen, photographed and recorded.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"p07 phenology abundance suffix","phenology",37,199,"rr","shorthand","current","1/10/2019","","on previous recording","Recorded on the previous recording. (""r"" is used for the first vocalisation on the recording, and ""rr"" is used to denote any subsequent vocalisations, by the same or other animals, that are present on the same recording. Each ""r"" will correspond to a separate sound file, but each ""rr"" won't.)","all","no","recorded","The individual(s) in this shorthand observation were photographed or recorded.","current","","","blkb 1vsir","One blackbird head singing then seen, photographed and recorded.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"p07 phenology abundance suffix","phenology",37,274,"rrr","shorthand","current","23/8/2020","","second recording in interval","The second audio recording used in a time period. This is used only in shorthand streams with multiple counts added to one line, e.g., ""bellb m1vr,m1vrr,m1v,m1v,m1vrrr,m1vrrrr"" means bellbird song was heard at mid-distance six times, and the first and second times are recorded on the first recording, and the fifth and sixth recordings are recorded on the second recording.","all","no","recorded","The individual(s) in this shorthand observation were photographed or recorded.","current","","","blkb 1vsir","One blackbird head singing then seen, photographed and recorded.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"p07 phenology abundance suffix","phenology",37,275,"rrrr","shorthand","current","23/8/2020","","on second recording in interval","Recorded on the previous recording when that previous recording is the second recording made during a survey period recorded with a shorthand stream.","all","no","recorded","The individual(s) in this shorthand observation were photographed or recorded.","current","","","blkb 1vsir","One blackbird head singing then seen, photographed and recorded.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
"c07 count suffix","phenology",40,185,"^","shorthand","current","11/2/2019","","wild","The individual(s) were definitely wild. This is always assumed if it is not stated, but this symbol can be applied for emphasis.","all","no","wild or captive/cultivated","Whether the individual(s) were definitely wild, or definitely captive/cultivated, or possibly wild.","current","","","PHORtena rc1$","One Phormium tenax right close, cultivated.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"count suffix",""
"c07 count suffix","phenology",40,186,"^$","shorthand","current","11/2/2019","","possibly wild","The individual(s) were possibly cultivated, but it's not certain.","","no","wild or captive/cultivated","Whether the individual(s) were definitely wild, or definitely captive/cultivated, or possibly wild.","current","","","PHORtena rc1$","One Phormium tenax right close, cultivated.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"count suffix",""
"c07 count suffix","phenology",40,184,"$","shorthand","current","11/2/2019","","captive/cultivated","The individual(s) were definitely cultivated.","","no","wild or captive/cultivated","Whether the individual(s) were definitely wild, or definitely captive/cultivated, or possibly wild.","current","","","PHORtena rc1$","One Phormium tenax right close, cultivated.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"count suffix",""
"c07 count suffix","phenology",40,186,"$^","shorthand","current","11/2/2019","","possibly wild","The individual(s) were possibly cultivated, but it's not certain.","","no","wild or captive/cultivated","Whether the individual(s) were definitely wild, or definitely captive/cultivated, or possibly wild.","current","","","PHORtena rc1$","One Phormium tenax right close, cultivated.","","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"count suffix",""
"p07 phenology abundance suffix","phenology",58,283,"@@","shorthand","current","18/6/2021","","same again","The individual observed in a previous route section, or previous time interval, of the same survey is now recorded again. This allows you to record an accurate count of how many individuals of a species you detect in a route section or time interval, within a survey, while still tracking how many of these individuals you already counted in a previous section or interval. (I used to be be inconsistent here about whether I used ""same"" or ""usual"", usually I used ""same"", but it's really a third concept.)","all","no","same individual again","""Same again"" refers to individuals that were observed in a **different** interval or route section within the current survey. This is a separate concept from ""same or different individual"" (""@"" and ""!""), which only refers to the current interval or route section within the survey. When both concepts are used, ""same or different individual"" should always follow ""same again"" in the syntax. Note that there is no need to use ""same again"" when a survey is not subdivided into intervals and/or route sections.","current","","","blkb 1@@","One blackbird seen, definitely a re-sighting of an individual seen/heard earlier in a different interval or route section within the same survey.","18/6/2021","Phenology syntax is of the general form: `taxon ; abundance ; reproduction ; (comment)`.",7,"phenology abundance suffix",""
